Unnamed: 0,name,original_style,brewery,abv,ave rating,min ibu,max ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,state,country,retired,style,milk,old,dark,wild,pale,red,imperial
3406,Hometown Blonde,Pilsner - German,New Glarus Brewing Company,4.8,4.01,25,40,77,43,9,91,36,42,8,50,149,22,117,WI,US,f,Pilsner,0,0,0,0,0,0,0
3407,Almaza Pilsner Beer,Pilsner - German,Brasserie Almaza S.A.L.,4.2,2.83,25,40,29,22,8,27,24,14,3,10,55,4,63,,LB,f,Pilsner,0,0,0,0,0,0,0
3408,Saranac Wild Hop Pils,Pilsner - German,Matt Brewing Company / Saranac Brewery,5.2,3.65,25,40,45,35,7,88,42,47,4,33,124,7,64,NY,US,f,Pilsner,0,0,0,0,0,0,0
3409,Golden Pilsner,Pilsner - German,Yuengling Brewery,4.7,3.57,25,40,16,22,5,33,23,10,3,13,50,4,48,PA,US,f,Pilsner,0,0,0,0,0,0,0
3410,Braumeister Pils,Pilsner - German,Victory Brewing Company - Downingtown,5.5,4.01,25,40,47,20,4,48,18,5,5,7,82,11,54,PA,US,f,Pilsner,0,0,0,0,0,0,0
3411,Wolters Pilsener,Pilsner - German,Hofbrauhaus Wolters GmbH,4.9,3.41,25,40,17,21,2,38,17,4,4,8,56,4,44,,DE,f,Pilsner,0,0,0,0,0,0,0
3412,Kulmbacher Edelherb Premium Pils,Pilsner - German,Kulmbacher Brauerei AG,4.9,3.84,25,40,47,38,8,49,24,10,10,11,99,12,88,,DE,f,Pilsner,0,0,0,0,0,0,0
3413,My Antonia,Pilsner - Imperial,Dogfish Head Craft Brewery,7.5,4.01,30,65,14,37,18,55,37,35,0,43,62,13,47,DE,US,f,Pilsner,0,0,0,0,0,0,1
3414,Krampus,Pilsner - Imperial,Southern Tier Brewing Company,9.0,3.92,30,65,14,44,21,53,43,31,3,35,86,4,56,NY,US,f,Pilsner,0,0,0,0,0,0,1
3415,Small Craft Warning,Pilsner - Imperial,Heavy Seas Beer,7.0,3.78,30,65,14,46,25,47,37,19,3,15,67,10,94,MD,US,f,Pilsner,0,0,0,0,0,0,1
3417,Morimoto Imperial Pilsner,Pilsner - Imperial,Rogue Ales,8.8,4.04,30,65,18,46,25,61,48,24,4,29,108,13,61,OR,US,f,Pilsner,0,0,0,0,0,0,1
3418,Imperial Spruce India Pilsner,Pilsner - Imperial,Short's Brewing Company,7.15,4.0,30,65,14,25,15,25,11,8,2,17,95,2,19,MI,US,f,Pilsner,0,0,0,0,0,0,1
3419,Evil Power,Pilsner - Imperial,3 Floyds Brewing Co.,7.2,3.76,30,65,37,50,13,62,38,44,0,44,100,9,82,IN,US,f,Pilsner,0,0,0,0,0,0,1
3421,Lagunitas Imperial Pils,Pilsner - Imperial,Lagunitas Brewing Company,8.6,3.95,30,65,23,37,31,67,44,30,5,40,96,10,57,CA,US,f,Pilsner,0,0,0,0,0,0,1
3422,Tilted Smile Imperial Pilsner,Pilsner - Imperial,Uinta Brewing Company,9.0,3.64,30,65,18,46,59,54,71,33,0,31,64,8,66,UT,US,f,Pilsner,0,0,0,0,0,0,1
3423,Draft Bear,Pilsner - Imperial,Mikkeller ApS,8.0,4.01,30,65,14,42,34,77,80,73,3,97,97,5,68,,DK,f,Pilsner,0,0,0,0,0,0,1
3424,Regal Pilsner,Pilsner - Imperial,Breckenridge Brewery,7.0,3.62,30,65,36,46,20,67,49,42,6,51,104,13,85,CO,US,f,Pilsner,0,0,0,0,0,0,1
3427,Hitachino Nest Ancient Nipponia,Pilsner - Imperial,Kiuchi Brewery,6.5,3.89,30,65,30,39,17,76,42,66,2,82,88,23,65,,JP,f,Pilsner,0,0,0,0,0,0,1
3428,Mexican Honey Imperial Lager,Pilsner - Imperial,Indeed Brewing Company - Minneapolis,8.0,3.91,30,65,18,30,21,32,94,30,1,31,61,16,104,MN,US,f,Pilsner,0,0,0,0,0,0,1
3429,Gringolandia Super Pils,Pilsner - Imperial,5 Rabbit Cerveceria,7.2,3.84,30,65,17,36,21,42,37,23,3,20,79,12,49,IL,US,f,Pilsner,0,0,0,0,0,0,1
3430,Smuttynose Frankenlager (Big Beer Series),Pilsner - Imperial,Smuttynose Brewing Company,7.3,3.72,30,65,34,41,11,64,37,72,0,66,85,13,70,NH,US,f,Pilsner,0,0,0,0,0,0,1
3431,Orange Blossom Pilsner² (Squared),Pilsner - Imperial,Thomas Creek Brewery,11.0,3.36,30,65,16,44,57,19,124,49,0,60,32,7,97,SC,US,f,Pilsner,0,0,0,0,0,0,1
3432,Great Ketch,Pilsner - Imperial,Grey Sail Brewing of Rhode Island,8.5,4.11,30,65,19,37,5,40,24,35,4,51,56,6,18,RI,US,f,Pilsner,0,0,0,0,0,0,1
3433,Pecker Wrecker,Pilsner - Imperial,Rahr & Sons Brewing Company,7.0,3.5,30,65,16,48,24,87,63,26,7,28,118,8,103,TX,US,f,Pilsner,0,0,0,0,0,0,1
3434,Überpils,Pilsner - Imperial,Blue Mountain Brewery,7.6,3.66,30,65,25,48,31,35,61,30,6,44,59,15,74,VA,US,f,Pilsner,0,0,0,0,0,0,1
3435,Orange Blossom Pilsner 2,Pilsner - Imperial,Orange Blossom Pilsner LLC,11.0,3.47,30,65,3,20,20,18,54,37,0,38,24,4,43,FL,US,f,Pilsner,0,0,0,0,0,0,1
3436,The Big Dipl,Pilsner - Imperial,Sudwerk Brewing Company,9.0,3.93,30,65,13,12,4,33,32,34,0,49,39,3,16,CA,US,f,Pilsner,0,0,0,0,0,0,1
3437,Gollum Precious Pils (Hobbit Series),Pilsner - Imperial,Fish Brewing Company / Fishbowl Brewpub,9.0,3.57,30,65,8,39,16,56,20,32,4,39,81,7,49,WA,US,f,Pilsner,0,0,0,0,0,0,1
3438,Cascaderade,Pilsner - Imperial,Sudwerk Brewing Company,6.6,3.69,30,65,13,15,6,54,23,39,1,44,64,1,20,CA,US,f,Pilsner,0,0,0,0,0,0,1
3439,Scareball,Pilsner - Imperial,Solemn Oath Brewery,9.4,3.85,30,65,1,5,1,11,1,0,0,0,18,0,3,IL,US,f,Pilsner,0,0,0,0,0,0,1
3440,Rye Of The Lager,Pilsner - Imperial,Sudwerk Brewing Company,7.0,3.84,30,65,11,21,4,39,19,33,0,38,57,17,50,CA,US,f,Pilsner,0,0,0,0,0,0,1
3441,Summer Pilsner Fusion,Pilsner - Imperial,Element Brewing Company,9.1,3.86,30,65,24,33,23,38,37,28,3,31,72,10,73,MA,US,f,Pilsner,0,0,0,0,0,0,1
3442,Defiance Double I.P.Lager,Pilsner - Imperial,Thomas Hooker Brewing Company,8.5,3.88,30,65,2,4,3,11,4,8,0,12,15,1,7,CT,US,f,Pilsner,0,0,0,0,0,0,1
3443,Family Drama Imperial Pilsner ... And Holiday Tradition,Pilsner - Imperial,Flying Dog Brewery,8.4,3.74,30,65,16,32,27,52,25,12,0,11,75,17,51,MD,US,f,Pilsner,0,0,0,0,0,0,1
3445,Imperialist,Pilsner - Imperial,De Struise Brouwers,8.5,3.77,30,65,7,5,5,11,5,4,1,3,15,4,13,,BE,f,Pilsner,0,0,0,0,0,0,1
3446,Whistler Imperial Pils,Pilsner - Imperial,Karl Strauss Brewing Company,7.5,3.61,30,65,22,46,20,54,53,24,1,31,88,8,85,CA,US,f,Pilsner,0,0,0,0,0,0,1
3447,Feels Good Imperial Pilsner,Pilsner - Imperial,Picaroons Traditional Ales,7.5,3.8,30,65,6,16,14,34,23,11,0,16,33,3,44,NB,CA,f,Pilsner,0,0,0,0,0,0,1
3448,Uber Ursa Pils,Pilsner - Imperial,Atwater Brewery,6.8,3.39,30,65,8,20,13,50,28,13,1,17,69,3,46,MI,US,f,Pilsner,0,0,0,0,0,0,1
3450,Bela Imperial Pilsner,Pilsner - Imperial,DESTIHL Brewery,9.7,3.71,30,65,12,16,10,36,30,27,4,17,62,15,31,IL,US,f,Pilsner,0,0,0,0,0,0,1
3451,Belle Gueule Houblon,Pilsner - Imperial,Brasseurs R.J.,6.2,3.43,30,65,8,4,3,31,5,4,0,3,36,1,8,QC,CA,f,Pilsner,0,0,0,0,0,0,1
3453,Ignoble Lager,Pilsner - Imperial,The Tap Brewing Company,7.1,3.57,30,65,1,9,2,10,5,3,0,3,14,0,5,MA,US,f,Pilsner,0,0,0,0,0,0,1
3454,Elsa Von Horizon,Pilsner - Imperial,New Albanian Brewing Company - Pizzeria and Public House,10.0,3.47,30,65,15,18,24,30,16,3,1,3,37,8,42,IN,US,f,Pilsner,0,0,0,0,0,0,1
3455,Contrarian,Pilsner - Imperial,Renegade Brewing Company,8.0,3.71,30,65,0,3,3,5,0,2,0,2,6,0,1,CO,US,f,Pilsner,0,0,0,0,0,0,1
3456,Umami,Pilsner - Imperial,MAD Beer,6.3,3.63,30,65,9,15,4,21,16,14,9,15,33,4,33,,DK,f,Pilsner,0,0,0,0,0,0,1
3457,Slippils,Pilsner - Imperial,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,7.5,3.82,30,65,6,12,9,16,11,0,0,1,22,0,19,MO,US,f,Pilsner,0,0,0,0,0,0,1
3458,Epic Larger,Pilsner - Imperial,Epic Brewing Company,8.5,3.9,30,65,17,23,20,41,47,22,0,42,50,3,40,,NZ,f,Pilsner,0,0,0,0,0,0,1
3459,Everything Is Numbers,Pilsner - Imperial,Other Half Brewing Company,8.5,4.28,30,65,2,0,0,8,0,2,0,2,6,0,4,NY,US,f,Pilsner,0,0,0,0,0,0,1
3460,Bad Attitude Hipster,Pilsner - Imperial,Birrificio Ticinese,7.62,3.49,30,65,13,15,14,14,11,7,0,11,21,2,21,,CH,f,Pilsner,0,0,0,0,0,0,1
3461,Czech Norris,Pilsner - Imperial,Brewfist,6.7,3.56,30,65,16,13,9,30,16,19,1,16,50,7,30,,IT,f,Pilsner,0,0,0,0,0,0,1
3462,Signature Series: Imperial Pilsner,Pilsner - Imperial,Shipyard Brewing Company,8.7,3.76,30,65,3,10,9,8,5,5,3,6,11,8,19,ME,US,f,Pilsner,0,0,0,0,0,0,1
3464,Black Butte Porter,Porter - American,Deschutes Brewery,5.2,4.19,20,40,19,88,10,66,63,10,0,11,37,4,125,OR,US,f,Porter,0,0,0,0,0,0,0
3465,Vanilla Porter,Porter - American,Breckenridge Brewery,5.4,3.67,20,40,4,39,12,24,37,3,0,12,18,47,50,CO,US,f,Porter,0,0,0,0,0,0,0
3466,Anchor Porter,Porter - American,Anchor Brewing Company,5.6,4.12,20,40,12,101,9,85,70,11,0,19,59,11,126,CA,US,f,Porter,0,0,0,0,0,0,0
3467,Porter,Porter - American,Sierra Nevada Brewing Co.,5.6,3.91,20,40,6,55,9,41,23,4,0,3,20,4,86,CA,US,f,Porter,0,0,0,0,0,0,0
3468,Mocha Porter,Porter - American,Rogue Ales,5.6,3.88,20,40,6,93,16,113,65,7,0,7,44,11,145,OR,US,f,Porter,0,0,0,0,0,0,0
3469,Everett Porter,Porter - American,Hill Farmstead Brewery,7.5,4.51,20,40,17,134,8,93,80,10,0,12,44,15,168,VT,US,f,Porter,0,0,0,0,0,0,0
3473,Coconut Hiwa Porter,Porter - American,Maui Brewing Co.,6.0,3.96,20,40,10,52,3,39,33,0,0,41,8,9,63,HI,US,f,Porter,0,0,0,0,0,0,0
3474,Alpha Klaus Christmas (Xmas) Porter,Porter - American,3 Floyds Brewing Co.,6.0,4.13,20,40,18,95,16,98,79,18,0,21,94,14,110,IN,US,f,Porter,0,0,0,0,0,0,0
3475,Maple Bacon Coffee Porter,Porter - American,Funky Buddha Brewery,6.4,4.49,20,40,8,74,6,62,150,7,12,4,4,60,174,FL,US,f,Porter,0,0,0,0,0,0,0
3476,Last Snow,Porter - American,Funky Buddha Brewery,6.4,4.5,20,40,7,91,8,54,56,6,0,71,16,19,93,FL,US,f,Porter,0,0,0,0,0,0,0
3477,Shake Chocolate Porter,Porter - American,Boulder Beer / Wilderness Pub,5.9,4.03,20,40,4,156,9,47,123,4,0,5,17,4,150,CO,US,f,Porter,0,0,0,0,0,0,0
3478,Pipeline Porter,Porter - American,Kona Brewing Co.,5.3,3.82,20,40,5,61,6,80,28,1,0,9,13,3,119,HI,US,f,Porter,0,0,0,0,0,0,0
3480,Vanilla Java Porter (Vjp),Porter - American,Atwater Brewery,5.0,3.5,20,40,4,45,11,68,34,1,0,1,17,59,109,MI,US,f,Porter,0,0,0,0,0,0,0
3482,King Titus,Porter - American,Maine Beer Company,7.5,4.16,20,40,13,114,7,83,72,6,0,11,58,15,117,ME,US,f,Porter,0,0,0,0,0,0,0
3484,Cutthroat,Porter - American,Odell Brewing Company,5.0,4.08,20,40,5,75,3,60,52,3,0,3,36,14,112,CO,US,f,Porter,0,0,0,0,0,0,0
3485,Mississippi Mud Black & Tan,Porter - American,Mississippi Brewing Co.,5.0,3.18,20,40,13,26,4,25,26,1,1,1,15,3,57,NY,US,f,Porter,0,0,0,0,0,0,0
3486,Dead Reckoning Porter,Porter - American,Tröegs Brewing Company,5.8,3.84,20,40,19,95,12,121,46,17,0,16,102,5,105,PA,US,f,Porter,0,0,0,0,0,0,0
3487,Twilight Of The Idols,Porter - American,Hill Farmstead Brewery,7.5,4.34,20,40,21,94,20,88,54,12,0,14,38,83,111,VT,US,f,Porter,0,0,0,0,0,0,0
3488,Coffeehouse Porter,Porter - American,Berkshire Brewing Company Inc.,6.2,4.08,20,40,14,88,15,119,48,3,1,3,26,6,166,MA,US,f,Porter,0,0,0,0,0,0,0
3490,Black Marlin,Porter - American,Ballast Point Brewing Company,6.0,3.97,20,40,11,77,4,56,65,14,0,21,38,13,97,CA,US,f,Porter,0,0,0,0,0,0,0
3492,New World Porter,Porter - American,Avery Brewing Company,6.7,3.87,20,40,13,73,5,102,40,29,0,25,97,8,74,CO,US,f,Porter,0,0,0,0,0,0,0
3493,Porter,Porter - American,Southern Tier Brewing Company,5.5,3.7,20,40,4,81,10,60,50,12,0,6,37,4,109,NY,US,f,Porter,0,0,0,0,0,0,0
3494,Old Leghumper,Porter - American,Thirsty Dog Brewing Company,5.8,3.81,20,40,3,77,8,41,52,5,0,13,13,16,97,OH,US,f,Porter,0,0,0,0,0,0,0
3495,Mudpuppy,Porter - American,Central Waters Brewing Co.,5.8,3.87,20,40,6,79,7,53,78,11,0,14,26,2,101,WI,US,f,Porter,0,0,0,0,0,0,0
3497,Hotbox Coffee Porter,Porter - American,Oskar Blues Grill & Brew,6.5,3.95,20,40,12,78,16,106,85,23,0,24,19,11,160,CO,US,f,Porter,0,0,0,0,0,0,0
3498,Saranac Caramel Porter,Porter - American,Matt Brewing Company / Saranac Brewery,5.4,3.2,20,40,3,28,12,17,94,4,1,9,17,7,78,NY,US,f,Porter,0,0,0,0,0,0,0
3500,Saranac Black & Tan,Porter - American,Matt Brewing Company / Saranac Brewery,5.4,3.48,20,40,22,66,5,50,57,9,0,11,49,4,111,NY,US,f,Porter,0,0,0,0,0,0,0
3501,Pot & Kettle,Porter - American,Trillium Brewing Company,7.5,4.21,20,40,5,122,12,89,94,13,0,29,29,21,176,MA,US,f,Porter,0,0,0,0,0,0,0
3502,Treat (Imperial Chocolate Pumpkin Porter),Porter - American,Midnight Sun Brewing Co.,7.8,4.12,20,40,5,141,22,61,78,4,1,71,29,102,153,AK,US,f,Porter,0,0,0,0,0,0,0
3504,Nib Smuggler,Porter - American,Funky Buddha Brewery,6.3,4.15,20,40,2,132,4,45,87,11,0,4,10,35,117,FL,US,f,Porter,0,0,0,0,0,0,0
3505,Porter,Porter - American,The Duck-Rabbit Craft Brewery,5.7,3.76,20,40,15,100,17,77,82,9,0,16,41,7,128,NC,US,f,Porter,0,0,0,0,0,0,0
3506,Wasatch Polygamy Porter,Porter - American,Utah Brewers Cooperative,4.0,3.35,20,40,9,72,3,39,38,5,4,3,21,9,87,,,f,Porter,0,0,0,0,0,0,0
3507,Coffee Porter,Porter - American,Real Ale Brewing Company,6.6,3.9,20,40,12,70,20,124,56,5,1,9,33,16,175,TX,US,f,Porter,0,0,0,0,0,0,0
3509,Penn Quarter Porter,Porter - American,DC Brau Brewing Co.,5.5,3.89,20,40,13,103,14,81,57,9,0,9,44,11,130,DC,US,f,Porter,0,0,0,0,0,0,0
3510,Porter,Porter - American,Port City Brewing,7.5,4.03,20,40,8,91,12,62,69,8,1,13,38,7,103,VA,US,f,Porter,0,0,0,0,0,0,0
3511,Coco Loco,Porter - American,NoDa Brewing Company,6.2,4.0,20,40,9,111,13,55,75,5,1,70,27,7,148,NC,US,f,Porter,0,0,0,0,0,0,0
3512,Awake,Porter - American,Night Shift Brewing,6.0,4.15,20,40,15,108,12,104,82,11,0,5,34,0,172,MA,US,f,Porter,0,0,0,0,0,0,0
3514,Smuttynose Baltic Porter,Porter Baltic,Smuttynose Brewing Company,9.24,4.27,25,45,14,124,23,86,88,20,0,41,35,27,129,NH,US,f,Porter,0,0,0,0,0,0,0
3515,3Beans,Porter Baltic,Sixpoint Brewery,10.0,4.06,25,45,15,90,49,86,61,6,0,9,24,25,150,NY,US,f,Porter,0,0,0,0,0,0,0
3517,Baltika #6 Porter,Porter Baltic,Baltika Breweries,7.0,3.64,25,45,5,54,24,30,96,30,0,45,10,7,88,,RU,f,Porter,0,0,0,0,0,0,0
3519,Baltic Porter,Porter Baltic,The Duck-Rabbit Craft Brewery,9.0,4.11,25,45,16,108,28,75,105,29,0,53,41,18,148,NC,US,f,Porter,0,0,0,0,0,0,0
3520,Barrel-Aged Framinghammer - Coffee,Porter Baltic,Jack's Abby Brewing,10.0,4.31,25,45,7,117,52,101,71,9,0,7,24,37,182,MA,US,f,Porter,0,0,0,0,0,0,0
3521,Smoke,Porter Baltic,Surly Brewing Company,8.2,4.12,25,45,14,94,22,44,79,9,1,35,24,126,105,MN,US,f,Porter,0,0,0,0,0,0,0
3523,Sinebrychoff Porter,Porter Baltic,Oy Sinebrychoff Ab,7.2,4.19,25,45,5,82,8,55,80,18,0,24,20,19,100,,FI,f,Porter,0,0,0,0,0,0,0
3525,Black Boss Porter,Porter Baltic,BOSS Browar Witnica S.A.,9.4,3.81,25,45,10,80,31,39,86,26,0,37,27,18,89,,PL,f,Porter,0,0,0,0,0,0,0
3526,"Carnegie Porter 5,5%",Porter Baltic,Carlsberg Sverige AB,5.5,4.12,25,45,9,95,14,52,110,29,0,40,29,12,126,,SE,f,Porter,0,0,0,0,0,0,0
3527,Topless Wytch,Porter Baltic,3 Floyds Brewing Co.,9.0,4.06,25,45,4,92,15,59,60,9,0,17,31,9,114,IN,US,f,Porter,0,0,0,0,0,0,0
3529,He Said (Baltic Porter),Porter Baltic,21st Amendment Brewery,8.2,3.75,25,45,15,69,5,39,47,6,0,56,27,102,83,CA,US,f,Porter,0,0,0,0,0,0,0
3531,Grande Cuvée Porter Baltique,Porter Baltic,Les Trois Mousquetaires,10.0,4.29,25,45,8,118,21,76,120,17,0,59,49,48,155,QC,CA,f,Porter,0,0,0,0,0,0,0
3533,5Beans,Porter Baltic,Sixpoint Brewery,10.0,4.11,25,45,15,103,28,112,77,9,1,21,34,106,175,NY,US,f,Porter,0,0,0,0,0,0,0
3534,Porter,Porter Baltic,Nøgne Ø - Det Kompromissløse Bryggeri A/S,7.0,4.08,25,45,20,103,24,68,93,28,0,37,36,12,130,,NO,f,Porter,0,0,0,0,0,0,0
3536,Smoked Baltic Porter,Porter Baltic,Great Divide Brewing Company,7.5,3.76,25,45,31,104,24,50,86,31,0,27,16,110,128,CO,US,f,Porter,0,0,0,0,0,0,0
3537,Southampton Imperial Baltic Porter,Porter Baltic,Southampton Publick House,7.2,3.98,25,45,11,90,31,79,85,20,0,38,46,8,137,NY,US,f,Porter,0,0,0,0,0,0,0
3538,Caramelized Chocolate Churro Baltic Porter,Porter Baltic,Moody Tongue Brewing Company,7.0,3.99,25,45,13,106,4,18,102,13,2,6,10,33,113,IL,US,f,Porter,0,0,0,0,0,0,0
3540,Double Brown Stout,Porter Baltic,Deep Ellum Brewing Company,7.0,3.82,25,45,12,100,18,49,99,13,0,22,16,10,153,TX,US,f,Porter,0,0,0,0,0,0,0
3541,Cosmic Ristretto,Porter Baltic,Green Flash Brewing Co.,8.2,4.09,25,45,13,106,17,114,66,11,0,14,43,12,172,CA,US,f,Porter,0,0,0,0,0,0,0
3542,Baltic Porter,Porter Baltic,Foothills Brewing Company - Downtown Brewpub,9.0,4.1,25,45,17,122,23,66,93,27,2,28,42,28,109,NC,US,f,Porter,0,0,0,0,0,0,0
3544,Tsarina Esra,Porter Baltic,Brouwerij De Molen,11.0,4.2,25,45,19,110,31,51,96,18,0,57,14,25,127,,NL,f,Porter,0,0,0,0,0,0,0
3545,Porter,Porter Baltic,Utenos Alus,6.8,3.54,25,45,8,39,24,32,99,21,0,30,22,7,100,,LT,f,Porter,0,0,0,0,0,0,0
3546,Porteris,Porter Baltic,Aldaris,6.8,3.76,25,45,11,87,24,37,97,18,2,35,26,8,110,,LV,f,Porter,0,0,0,0,0,0,0
3547,Danzig Baltic Porter,Porter Baltic,Devils Backbone Brewing Company,8.0,3.95,25,45,7,121,17,56,87,10,1,19,20,10,122,VA,US,f,Porter,0,0,0,0,0,0,0
3548,Raven'S Roost Baltic Porter,Porter Baltic,Parkway Brewing Co.,7.1,3.92,25,45,8,67,11,41,70,10,0,21,23,7,100,VA,US,f,Porter,0,0,0,0,0,0,0
3549,Mørke - Pumpernickel Porter,Porter Baltic,Beer Here,7.5,4.15,25,45,17,128,13,68,87,11,0,16,44,52,211,,DK,f,Porter,0,0,0,0,0,0,0
3552,Baltic Porter,Porter Baltic,Uncommon Brewers,7.8,3.83,25,45,15,99,39,40,67,22,0,41,32,27,77,CA,US,f,Porter,0,0,0,0,0,0,0
3553,Abita Bourbon Street Baltic Porter,Porter Baltic,Abita Brewing Co.,9.25,3.91,25,45,4,54,68,10,77,12,0,25,12,19,122,LA,US,f,Porter,0,0,0,0,0,0,0
3554,Grand Imperial Porter,Porter Baltic,Browar Amber,7.2,3.73,25,45,11,96,26,58,141,25,0,55,31,14,122,,PL,f,Porter,0,0,0,0,0,0,0
3555,Kurofune Porter,Porter Baltic,Baird Brewing Company / Fishmarket Taproom,6.0,3.82,25,45,13,108,20,85,81,20,1,33,52,10,147,,JP,f,Porter,0,0,0,0,0,0,0
3556,Fear And Trembling (Cabernet/Bourbon Blend),Porter Baltic,Hill Farmstead Brewery,9.3,4.26,25,45,25,97,62,34,71,22,0,32,7,104,135,VT,US,f,Porter,0,0,0,0,0,0,0
3557,Saranac Chocolate Orange,Porter Baltic,Matt Brewing Company / Saranac Brewery,9.0,3.87,25,45,9,159,22,76,110,77,0,82,37,6,146,NY,US,f,Porter,0,0,0,0,0,0,0
3558,Alice Porter,Porter Baltic,BrewDog,5.2,3.78,25,45,15,73,19,100,74,47,1,32,63,17,119,GB6,GB,f,Porter,0,0,0,0,0,0,0
3559,Hoogstraten Poorter,Porter Baltic,Brouwerij Sterkens N.V.,6.5,3.71,25,45,9,54,11,21,87,28,0,48,14,10,63,,BE,f,Porter,0,0,0,0,0,0,0
3560,Limfjordsporter,Porter Baltic,Thisted Bryghus,7.9,3.99,25,45,9,103,22,67,60,22,5,17,33,40,126,,DK,f,Porter,0,0,0,0,0,0,0
3561,Porter Culture Porter,Porter Baltic,Hops & Grain Brewing,6.5,3.87,25,45,6,41,1,42,39,3,0,4,24,7,60,TX,US,f,Porter,0,0,0,0,0,0,0
3562,Coffee Baltic Porter,Porter Baltic,Crooked Stave Artisan Beer Project,8.5,4.1,25,45,11,95,13,124,90,34,0,45,22,8,167,CO,US,f,Porter,0,0,0,0,0,0,0
3564,Fuller'S London Porter,Porter - English,Fuller Smith & Turner PLC,5.4,4.21,20,30,12,91,6,50,64,8,0,19,28,9,92,GB2,GB,f,Porter,0,0,0,0,0,0,0
3565,Old Engine Oil Black Ale,Porter - English,Harviestoun Brewery Ltd.,6.0,4.15,20,30,9,130,9,81,85,12,0,16,48,22,154,GB6,GB,f,Porter,0,0,0,0,0,0,0
3566,Bully! Porter,Porter - English,Boulevard Brewing Co.,6.0,3.81,20,30,10,79,14,47,52,14,1,13,36,14,99,MO,US,f,Porter,0,0,0,0,0,0,0
3568,People'S Porter,Porter - English,Foothills Brewing Company - Downtown Brewpub,5.8,3.88,20,30,13,98,8,82,90,13,0,18,58,1,147,NC,US,f,Porter,0,0,0,0,0,0,0
3569,Washington'S Porter,Porter - English,Yards Brewing Co.,7.0,3.85,20,30,13,73,6,56,87,22,0,27,24,13,139,PA,US,f,Porter,0,0,0,0,0,0,0
3572,Coffee Porter,Porter - English,Meantime Brewing Company Limited,6.0,3.81,20,30,17,75,6,114,44,10,3,7,33,14,174,GB2,GB,f,Porter,0,0,0,0,0,0,0
3573,Zwet.Be,Porter - English,Brouwerij 3 Fonteinen,7.0,3.88,20,30,23,53,12,23,35,70,0,33,6,9,67,,BE,f,Porter,0,0,0,0,0,0,0
3574,Santa'S Butt,Porter - English,Ridgeway Brewing,6.0,3.42,20,30,13,69,18,59,75,14,0,18,46,8,137,GB2,GB,f,Porter,0,0,0,0,0,0,0
3575,London Porter,Porter - English,Meantime Brewing Company Limited,6.5,4.02,20,30,10,90,8,48,57,9,0,4,22,13,123,GB2,GB,f,Porter,0,0,0,0,0,0,0
3576,Boxcarr Pumpkin Porter,Porter - English,Starr Hill Brewery,5.2,3.34,20,30,20,41,8,18,28,7,0,65,13,70,59,VA,US,f,Porter,0,0,0,0,0,0,0
3578,Uniontown Porter,Porter - English,Mad River Brewing Company,6.5,3.92,20,30,6,77,24,61,54,4,0,5,39,34,103,CA,US,f,Porter,0,0,0,0,0,0,0
3580,Sly Rye Porter,Porter - English,Yazoo Brewing Company,5.7,3.84,20,30,14,77,6,33,59,9,0,13,25,13,143,TN,US,f,Porter,0,0,0,0,0,0,0
3582,Geary'S London Porter,Porter - English,D.L. Geary Brewing Company,4.2,3.76,20,30,14,90,7,82,48,4,0,5,42,11,119,ME,US,f,Porter,0,0,0,0,0,0,0
3583,Stranger Than Fiction,Porter - English,Collective Arts Brewing,5.5,4.01,20,30,19,113,10,73,83,16,0,18,49,21,137,ON,CA,f,Porter,0,0,0,0,0,0,0
3584,Saranac 4059' Porter,Porter - English,Matt Brewing Company / Saranac Brewery,5.2,3.59,20,30,16,83,10,88,46,11,0,12,50,8,104,NY,US,f,Porter,0,0,0,0,0,0,0
3585,West Indies Porter,Porter - English,Guinness Ltd.,6.0,3.82,20,30,10,66,6,72,73,14,0,16,62,19,139,,IE,f,Porter,0,0,0,0,0,0,0
3586,Original Flag Porter,Porter - English,Darwin Brewery Ltd.,5.0,3.87,20,30,15,84,8,55,65,15,0,19,35,9,119,GB2,GB,f,Porter,0,0,0,0,0,0,0
3587,Day Of The Dead Beer (Cerveza De Los Muertos) Pay The Ferryman,Porter - English,Cerveceria Mexicana S.A. De C.V.,5.0,3.47,20,30,13,74,8,55,54,12,0,10,19,13,117,,MX,f,Porter,0,0,0,0,0,0,0
3588,Black Duck Porter,Porter - English,Greenport Harbor Brewing Company,4.7,4.0,20,30,14,85,7,78,62,11,0,13,49,13,110,NY,US,f,Porter,0,0,0,0,0,0,0
3589,Kennebunkport Porter,Porter - English,Federal Jack's Restaurant & Brew Pub,5.6,3.29,20,30,19,47,6,47,32,7,0,8,32,4,63,ME,US,f,Porter,0,0,0,0,0,0,0
3590,Contorter,Porter - English,Ale Asylum,4.8,3.76,20,30,12,117,6,65,61,2,0,1,25,5,125,WI,US,f,Porter,0,0,0,0,0,0,0
3591,Entire Butt English Porter,Porter - English,Salopian Brewing Company Ltd,4.8,3.93,20,30,20,100,6,85,117,26,0,32,52,21,199,GB2,GB,f,Porter,0,0,0,0,0,0,0
